,MSZoning,Street,LandContour,Utilities,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,AgeBeforeRemodel,TotalHouseSizeSF,OverallQual,OverallCond,YearRemodAdd,Foundation,BsmtCond,Heating,HeatingQC,CentralAir,Electrical,TotalKitchens,KitchenQual,TotalRooms,TotalBathRooms,Functional,Fireplaces,GarageType,GarageYrBlt,GarageQual,SaleType,SaleCondition,SalePrice
454,RL,Pave,Lvl,AllPub,Gtl,Mitchel,Norm,Norm,Duplex,1Story,0,4016,5,5,1976,CBlock,TA,GasA,TA,Y,SBrkr,2,TA,8,4,Typ,0,Detchd,1976.0,TA,WD,Family,188000
455,RL,Pave,Lvl,AllPub,Gtl,NWAmes,Norm,Norm,1Fam,1Story,0,3012,7,6,1973,CBlock,TA,GasA,Fa,Y,SBrkr,1,TA,6,2,Typ,1,Attchd,1973.0,TA,WD,Normal,175500
456,RM,Pave,Lvl,AllPub,Gtl,OldTown,Norm,Norm,1Fam,2Story,34,2577,5,5,1950,BrkTil,TA,GasA,Fa,N,SBrkr,1,TA,7,1,Typ,0,Detchd,1916.0,Fa,COD,Abnorml,98000
457,RL,Pave,Low,AllPub,Mod,ClearCr,Norm,Norm,1Fam,1Story,40,3917,4,6,1994,CBlock,TA,GasA,Ex,Y,SBrkr,1,Gd,6,2,Min1,2,Attchd,1954.0,TA,WD,Normal,256000
458,RM,Pave,Lvl,AllPub,Gtl,OldTown,Norm,Norm,1Fam,2Story,71,2737,8,7,1996,PConc,TA,GasA,Fa,Y,SBrkr,1,Gd,7,1,Typ,1,Detchd,1925.0,TA,WD,Normal,161000
459,RL,Pave,Bnk,AllPub,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,0,2512,5,4,1950,CBlock,TA,GasA,TA,Y,SBrkr,1,Gd,5,2,Typ,1,Detchd,1950.0,TA,WD,Normal,110000
460,FV,Pave,Lvl,AllPub,Gtl,Somerst,RRAn,Norm,1Fam,2Story,0,3469,8,5,2009,PConc,TA,GasA,Ex,Y,SBrkr,1,TA,8,4,Typ,0,BuiltIn,2009.0,TA,New,Partial,263435
461,RL,Pave,Lvl,AllPub,Gtl,SWISU,Feedr,Norm,1Fam,2Story,71,2527,7,9,2007,PConc,Gd,GasA,Ex,Y,SBrkr,1,Gd,6,2,Typ,0,Detchd,1971.0,TA,WD,Normal,155000
462,RL,Pave,Lvl,AllPub,Gtl,Sawyer,Norm,Norm,1Fam,1Story,0,2324,5,5,1965,CBlock,TA,GasA,Gd,Y,SBrkr,1,TA,5,1,Typ,1,Detchd,1965.0,TA,WD,Normal,62383
463,RL,Pave,HLS,AllPub,Mod,Crawfor,Norm,Norm,1Fam,2Story,61,2615,6,7,1995,CBlock,TA,GasA,Fa,Y,FuseA,1,TA,6,2,Typ,1,Detchd,1939.0,TA,WD,Normal,188700
464,RL,Pave,HLS,AllPub,Mod,CollgCr,Norm,Norm,1Fam,1Story,0,2080,5,5,1978,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,5,2,Typ,0,NG,-1.0,NG,WD,Normal,124000
465,RM,Pave,Lvl,AllPub,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,0,3351,7,5,2004,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,6,2,Typ,1,Attchd,2004.0,TA,WD,Normal,178740
466,RL,Pave,Lvl,AllPub,Gtl,NAmes,Norm,Norm,1Fam,1Story,0,3256,7,5,1970,CBlock,Gd,GasA,TA,Y,SBrkr,1,TA,5,2,Typ,1,Attchd,1970.0,TA,WD,Normal,167000
467,RL,Pave,Lvl,AllPub,Gtl,NAmes,Artery,Norm,1Fam,2Story,53,2852,5,7,1995,CBlock,TA,GasA,Ex,Y,SBrkr,1,Gd,7,2,Typ,2,Attchd,1942.0,TA,WD,Normal,146500
468,RL,Pave,Lvl,AllPub,Gtl,NridgHt,Norm,Norm,1Fam,1Story,0,4170,8,5,2006,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,7,2,Typ,1,Attchd,2006.0,TA,WD,Normal,250000
469,RL,Pave,Lvl,AllPub,Gtl,SawyerW,RRNe,Norm,1Fam,2Story,0,3262,6,5,1993,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,7,3,Typ,0,Attchd,1993.0,TA,WD,Normal,187000
470,RL,Pave,Lvl,AllPub,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,0,3712,8,5,1985,PConc,TA,GasA,TA,Y,SBrkr,1,Gd,4,3,Typ,0,Attchd,1985.0,TA,WD,Normal,212000
471,RL,Pave,Lvl,AllPub,Gtl,NWAmes,PosA,Norm,1Fam,2Story,0,3587,7,6,1977,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,8,3,Typ,1,Attchd,1977.0,TA,WD,Normal,190000
472,RM,Pave,Lvl,AllPub,Gtl,Edwards,Norm,Norm,TwnhsE,SLvl,0,2172,6,5,2005,PConc,TA,GasA,Ex,Y,SBrkr,1,TA,5,2,Typ,0,Basment,2005.0,TA,WD,Normal,148000
473,RL,Pave,Lvl,AllPub,Gtl,NridgHt,Norm,Norm,1Fam,1Story,1,5173,8,5,2007,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,7,3,Typ,1,Attchd,2006.0,TA,New,Partial,440000
474,RL,Pave,Lvl,AllPub,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,0,3789,8,5,2000,PConc,TA,GasA,Ex,Y,SBrkr,1,Ex,6,3,Typ,0,Attchd,2000.0,TA,WD,Normal,251000
475,RL,Pave,Lvl,AllPub,Gtl,Sawyer,Norm,Norm,1Fam,1Story,0,2780,5,6,1963,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,5,2,Typ,0,Detchd,1996.0,TA,WD,Normal,132500
476,RL,Pave,Lvl,AllPub,Mod,CollgCr,Norm,Norm,1Fam,1Story,1,3658,6,5,1998,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,7,3,Typ,1,Attchd,1997.0,TA,WD,Normal,208900
477,RL,Pave,Lvl,AllPub,Gtl,NridgHt,Norm,Norm,1Fam,2Story,0,5988,9,5,2006,PConc,TA,GasA,Ex,Y,SBrkr,1,Ex,9,3,Typ,1,BuiltIn,2006.0,TA,WD,Normal,380000
478,RL,Pave,Lvl,AllPub,Gtl,CollgCr,Norm,Norm,1Fam,1Story,1,4501,8,5,2008,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,7,3,Typ,1,Attchd,2007.0,TA,WD,Normal,297000
479,RM,Pave,Bnk,AllPub,Gtl,OldTown,Norm,Norm,1Fam,1Story,63,2782,4,7,2000,BrkTil,TA,GasA,TA,Y,SBrkr,1,TA,7,1,Typ,0,Detchd,1995.0,TA,WD,Alloca,89471
480,RL,Pave,Lvl,AllPub,Gtl,NridgHt,Norm,Norm,1Fam,1Story,1,5086,9,5,2005,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,8,3,Typ,1,Attchd,2004.0,TA,WD,Normal,326000
481,RL,Pave,HLS,AllPub,Gtl,NridgHt,Norm,Norm,1Fam,1Story,1,4713,9,5,2004,PConc,TA,GasA,Ex,Y,SBrkr,1,Ex,6,3,Typ,1,Attchd,2003.0,TA,WD,Normal,374000
482,RM,Pave,Lvl,AllPub,Gtl,OldTown,Norm,Norm,1Fam,2Story,90,2900,7,8,2005,PConc,TA,GasA,Ex,Y,SBrkr,1,Ex,7,3,Min2,1,Attchd,1915.0,Fa,WD,Normal,155000
483,RM,Pave,Lvl,AllPub,Gtl,Mitchel,Norm,Norm,Twnhs,1Story,0,2959,6,5,1998,PConc,TA,GasA,Ex,Y,SBrkr,1,TA,5,3,Typ,0,Attchd,1998.0,TA,WD,Normal,164000
484,RL,Pave,Lvl,AllPub,Gtl,Sawyer,Norm,Norm,1Fam,1Story,39,2394,5,7,2001,CBlock,TA,GasA,Gd,Y,SBrkr,1,Gd,6,2,Typ,0,Detchd,1963.0,TA,WD,Normal,132500
485,RL,Pave,Lvl,AllPub,Gtl,NAmes,Norm,Norm,1Fam,1Story,57,2690,5,7,2007,CBlock,TA,GasA,Gd,Y,SBrkr,1,Gd,5,1,Typ,1,Attchd,1950.0,TA,WD,Normal,147000
486,RL,Pave,Lvl,AllPub,Gtl,NAmes,Norm,Norm,1Fam,1Story,0,2661,5,7,1965,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,6,3,Typ,0,Attchd,1965.0,TA,WD,Normal,156000
487,RL,Pave,Lvl,AllPub,Gtl,NWAmes,Norm,Norm,1Fam,1Story,0,3859,5,6,1971,CBlock,TA,GasA,Gd,Y,SBrkr,1,TA,7,2,Typ,1,Attchd,1971.0,TA,WD,Normal,175000
488,RL,Pave,Lvl,AllPub,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,70,4030,5,4,1970,CBlock,Fa,GasA,TA,N,FuseA,2,TA,10,2,Mod,1,Attchd,1970.0,TA,ConLD,Normal,160000
489,RM,Pave,Lvl,AllPub,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,32,1546,4,8,2002,CBlock,TA,GasA,TA,Y,SBrkr,1,Gd,3,2,Typ,0,Attchd,1970.0,TA,WD,Normal,86000
490,RM,Pave,Lvl,AllPub,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,0,2069,5,6,1976,PConc,TA,GasA,TA,Y,SBrkr,1,TA,4,2,Typ,1,BuiltIn,1976.0,TA,WD,Normal,115000
491,RL,Pave,Lvl,AllPub,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,9,2656,6,7,1950,CBlock,TA,GasA,TA,Y,FuseA,1,Fa,5,2,Typ,2,Attchd,1941.0,TA,WD,Normal,133000
492,RL,Pave,Lvl,AllPub,Gtl,Gilbert,Norm,Norm,1Fam,2Story,0,2613,6,5,2006,PConc,TA,GasA,Gd,Y,SBrkr,1,TA,8,3,Typ,0,Attchd,2006.0,TA,New,Partial,172785
493,RL,Pave,Lvl,AllPub,Gtl,NAmes,Norm,Norm,1Fam,1Story,0,2846,5,6,1960,CBlock,TA,GasA,TA,Y,FuseA,1,TA,6,2,Typ,1,Detchd,1964.0,TA,WD,Normal,155000
494,RM,Pave,Lvl,AllPub,Gtl,OldTown,Artery,Norm,1Fam,1Story,58,1593,5,8,1996,BrkTil,TA,GasA,Gd,Y,FuseA,1,TA,4,1,Typ,0,Attchd,1938.0,TA,WD,Normal,91300
495,C (all),Pave,Lvl,AllPub,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,30,2078,4,5,1950,CBlock,TA,GasA,TA,N,FuseA,1,TA,4,1,Typ,0,NG,-1.0,NG,WD,Abnorml,34900
496,RL,Pave,Lvl,AllPub,Gtl,NoRidge,Norm,Norm,1Fam,1Story,1,7604,8,5,1993,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,10,4,Typ,1,Attchd,1992.0,TA,WD,Normal,430000
497,RL,Pave,Lvl,AllPub,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,25,3186,7,6,1950,PConc,TA,GasA,Ex,Y,SBrkr,1,TA,8,3,Typ,0,Detchd,1925.0,TA,WD,Normal,184000
498,RL,Pave,Lvl,AllPub,Gtl,Sawyer,Norm,Norm,1Fam,1Story,37,2115,5,7,2004,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,5,1,Typ,0,Attchd,1967.0,TA,WD,Normal,130000
499,RL,Pave,Lvl,AllPub,Gtl,NAmes,Norm,Norm,1Fam,1Story,27,2418,5,7,1985,CBlock,TA,GasA,Fa,Y,SBrkr,1,TA,5,2,Typ,0,Attchd,1958.0,TA,WD,Normal,120000
500,RM,Pave,Lvl,AllPub,Gtl,BrDale,Norm,Norm,Twnhs,2Story,0,2326,6,5,1973,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,7,2,Typ,0,Detchd,1973.0,TA,WD,Normal,113000
501,FV,Pave,Lvl,AllPub,Gtl,Somerst,Norm,Norm,1Fam,2Story,0,3345,7,5,2005,PConc,TA,GasA,Gd,Y,SBrkr,1,Gd,7,3,Typ,0,Attchd,2005.0,TA,WD,Normal,226700
502,RL,Pave,Lvl,AllPub,Gtl,Edwards,Feedr,Norm,1Fam,1Story,0,3073,5,7,1965,CBlock,TA,GasA,Ex,Y,SBrkr,1,TA,6,2,Typ,0,Detchd,1965.0,Fa,WD,Normal,140000
503,RL,Pave,Lvl,AllPub,Gtl,Crawfor,Norm,Norm,1Fam,1Story,38,4001,7,8,1997,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,6,3,Typ,2,Attchd,1959.0,TA,WD,Normal,289000
504,RL,Pave,Lvl,AllPub,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,0,2877,6,5,1974,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,6,4,Typ,1,Attchd,1974.0,TA,WD,Normal,147000
505,RM,Pave,Lvl,AllPub,Gtl,OldTown,Artery,Norm,Duplex,2Story,0,3320,5,5,1952,CBlock,TA,GasA,Gd,Y,SBrkr,2,TA,10,2,Typ,0,Detchd,1952.0,TA,COD,Normal,124500
506,RL,Pave,Lvl,AllPub,Gtl,SawyerW,Norm,Norm,1Fam,2Story,1,3422,8,5,1994,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,8,3,Typ,1,Attchd,1993.0,TA,WD,Normal,215000
507,FV,Pave,Lvl,AllPub,Gtl,Somerst,Norm,Norm,1Fam,1Story,0,3214,6,5,2009,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,4,2,Typ,0,Attchd,2009.0,TA,New,Partial,208300
508,RM,Pave,Lvl,AllPub,Gtl,OldTown,Norm,Norm,1Fam,2Story,77,2543,7,9,2005,BrkTil,TA,GasA,Ex,Y,SBrkr,1,Gd,7,2,Typ,1,Detchd,1928.0,TA,WD,Normal,161000
509,RL,Pave,Lvl,AllPub,Gtl,NAmes,Norm,Norm,1Fam,1Story,0,2664,5,6,1959,CBlock,TA,GasA,Ex,Y,SBrkr,1,TA,6,2,Typ,0,Attchd,1959.0,TA,WD,Normal,124500
510,RL,Pave,Lvl,AllPub,Gtl,NAmes,Norm,Norm,1Fam,1Story,49,3193,5,7,2000,CBlock,TA,GasA,Ex,Y,SBrkr,1,TA,6,2,Min1,2,CarPort,1951.0,TA,WD,Normal,164900
511,RL,Pave,Lvl,AllPub,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,1,3377,7,5,2006,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,6,2,Typ,1,Attchd,2005.0,TA,New,Partial,202665
512,RL,Pave,Lvl,AllPub,Gtl,NAmes,Feedr,Norm,1Fam,1Story,0,2352,5,5,1958,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,5,2,Typ,0,Detchd,1964.0,TA,WD,Normal,129900
513,RL,Pave,Bnk,AllPub,Gtl,Mitchel,Norm,Norm,1Fam,1Story,0,2926,6,5,1983,PConc,TA,GasA,TA,Y,SBrkr,1,TA,5,2,Typ,0,Attchd,1983.0,TA,WD,Normal,134000
514,RL,Pave,Lvl,AllPub,Gtl,Crawfor,Norm,Norm,1Fam,1.5Unf,24,1869,5,5,1950,BrkTil,TA,Grav,Fa,N,SBrkr,1,TA,5,1,Typ,0,Detchd,1926.0,Po,WD,Normal,96500
515,RL,Pave,Lvl,AllPub,Gtl,NridgHt,Norm,Norm,1Fam,1Story,0,5136,10,5,2009,CBlock,TA,GasA,Ex,Y,SBrkr,1,Ex,9,4,Typ,1,Attchd,2009.0,TA,New,Partial,402861
516,RL,Pave,Lvl,AllPub,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,0,3495,6,6,1972,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,7,3,Typ,1,Attchd,1972.0,TA,COD,Abnorml,158000
517,RL,Pave,Lvl,AllPub,Gtl,NoRidge,Norm,Norm,1Fam,2Story,1,4717,7,5,1997,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,7,3,Typ,1,Attchd,1996.0,TA,WD,Normal,265000
518,RL,Pave,Lvl,AllPub,Gtl,CollgCr,Norm,Norm,1Fam,2Story,0,3172,6,5,1998,PConc,TA,GasA,Ex,Y,SBrkr,1,TA,7,4,Typ,0,Attchd,1998.0,TA,WD,Normal,211000
519,RL,Pave,Lvl,AllPub,Gtl,Crawfor,Norm,Norm,1Fam,2Story,78,3783,7,9,2004,BrkTil,TA,GasA,Ex,Y,SBrkr,1,Gd,9,2,Typ,2,Detchd,1926.0,TA,WD,Normal,234000
520,RL,Pave,Lvl,AllPub,Gtl,OldTown,Norm,Norm,2fmCon,2Story,100,1838,4,7,2000,BrkTil,NB,GasA,TA,N,FuseA,2,TA,7,2,Typ,0,NG,-1.0,NG,WD,Normal,106250
521,RL,Pave,Lvl,AllPub,Gtl,NAmes,Feedr,Norm,1Fam,1Story,0,2864,6,6,1957,CBlock,TA,GasA,Ex,Y,FuseA,1,TA,6,2,Typ,2,Attchd,1957.0,TA,WD,Normal,150000
522,RM,Pave,Lvl,AllPub,Gtl,BrkSide,Feedr,Norm,1Fam,1.5Fin,3,3148,6,7,1950,CBlock,TA,GasA,Ex,Y,SBrkr,1,TA,7,2,Typ,2,Detchd,1950.0,TA,WD,Normal,159000
523,RL,Pave,Bnk,AllPub,Gtl,Edwards,PosN,PosN,1Fam,2Story,1,9312,10,5,2008,PConc,TA,GasA,Ex,Y,SBrkr,1,Ex,11,5,Typ,1,BuiltIn,2007.0,TA,New,Partial,184750
524,RL,Pave,Lvl,AllPub,Gtl,NoRidge,Norm,Norm,1Fam,2Story,1,4910,7,5,1997,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,8,4,Typ,1,Attchd,1996.0,TA,WD,Normal,315750
525,FV,Pave,Lvl,AllPub,Gtl,Somerst,Norm,Norm,1Fam,1Story,0,3158,7,5,2005,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,6,2,Typ,1,Attchd,2005.0,TA,WD,Normal,176000
526,RL,Pave,Lvl,AllPub,Gtl,NAmes,Norm,Norm,1Fam,1Story,44,2525,5,7,2000,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,4,1,Typ,0,Attchd,1956.0,TA,WD,Normal,132000
527,RL,Pave,Lvl,AllPub,Gtl,NridgHt,Norm,Norm,1Fam,2Story,0,5215,9,5,2008,PConc,TA,GasA,Ex,Y,SBrkr,1,Ex,11,4,Typ,1,Attchd,2008.0,TA,New,Partial,446261
528,RL,Pave,Lvl,AllPub,Gtl,Edwards,Norm,Norm,1Fam,1Story,82,1277,4,7,2002,BrkTil,TA,GasA,Ex,Y,SBrkr,1,TA,5,2,Typ,0,NG,-1.0,NG,WD,Normal,86000
529,RL,Pave,Lvl,AllPub,Gtl,Crawfor,Norm,Norm,1Fam,1Story,18,5234,6,3,1975,PConc,TA,GasA,TA,Y,SBrkr,2,TA,9,4,Maj1,2,Attchd,1975.0,TA,WD,Alloca,200624
530,RL,Pave,Lvl,AllPub,Gtl,Timber,Norm,Norm,1Fam,SLvl,1,3794,6,5,1989,CBlock,TA,GasA,Ex,Y,SBrkr,1,Gd,5,3,Typ,1,Attchd,1988.0,TA,WD,Abnorml,175000
531,RM,Pave,Lvl,AllPub,Gtl,BrkSide,RRNn,Feedr,1Fam,2Story,79,2559,6,8,1999,BrkTil,Fa,GasA,Ex,Y,SBrkr,1,TA,6,2,Typ,0,Detchd,1920.0,TA,WD,Normal,128000
532,RL,Pave,Lvl,AllPub,Gtl,NAmes,Norm,Norm,1Fam,1Story,52,1219,5,7,2007,Slab,NB,GasA,Ex,Y,SBrkr,1,TA,5,1,Mod,1,Detchd,1967.0,TA,WD,Normal,107500
533,RL,Pave,Low,AllPub,Mod,BrkSide,Norm,Norm,1Fam,1Story,4,334,1,3,1950,Slab,NB,GasA,Fa,N,FuseF,1,Fa,2,1,Typ,0,NG,-1.0,NG,WD,Normal,39300
534,RL,Pave,Lvl,AllPub,Gtl,Gilbert,Norm,Norm,1Fam,2Story,0,2659,8,5,2004,PConc,Gd,GasA,Ex,Y,SBrkr,1,Gd,6,3,Typ,1,Attchd,2004.0,TA,WD,Normal,178000
535,RL,Pave,Lvl,AllPub,Gtl,Edwards,Norm,Norm,2fmCon,2Story,81,2697,5,7,1991,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,5,2,Typ,0,NG,-1.0,NG,WD,Normal,107500
536,RL,Pave,Lvl,AllPub,Gtl,CollgCr,Norm,Norm,1Fam,2Story,1,3406,7,5,1999,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,8,3,Typ,0,Attchd,1998.0,TA,WD,Normal,188000
537,RL,Pave,Lvl,AllPub,Gtl,NAmes,Norm,Norm,1Fam,1Story,0,2520,4,5,1972,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,5,1,Typ,0,Detchd,1980.0,TA,COD,Normal,111250
538,RL,Pave,Lvl,AllPub,Gtl,Sawyer,Norm,Norm,1Fam,1Story,0,3012,5,5,1968,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,7,2,Typ,1,Attchd,1968.0,TA,WD,Normal,158000
539,RL,Pave,Lvl,AllPub,Gtl,CollgCr,Norm,Norm,1Fam,1Story,1,4032,8,5,2002,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,6,3,Typ,1,Attchd,2001.0,TA,WD,Normal,272000
540,RL,Pave,Lvl,AllPub,Gtl,Timber,Norm,Norm,1Fam,1Story,0,4779,9,5,2006,PConc,TA,GasA,Ex,Y,SBrkr,1,Ex,8,3,Typ,1,Attchd,2006.0,TA,WD,Normal,315000
541,RL,Pave,Lvl,AllPub,Gtl,NoRidge,Norm,Norm,1Fam,2Story,0,3958,8,5,2000,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,8,3,Typ,1,BuiltIn,2000.0,TA,WD,Normal,248000
542,RL,Pave,Lvl,AllPub,Gtl,NWAmes,RRAn,Norm,1Fam,1Story,1,4064,7,5,1999,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,7,3,Maj1,1,Attchd,1998.0,TA,WD,Normal,213250
543,RH,Pave,Lvl,AllPub,Gtl,NAmes,Norm,Norm,TwnhsE,SFoyer,0,2017,7,5,1998,PConc,TA,GasA,Ex,Y,SBrkr,1,TA,4,2,Typ,0,Attchd,1998.0,TA,WD,Normal,133000
544,RL,Pave,Lvl,AllPub,Gtl,Gilbert,Norm,Norm,1Fam,2Story,0,2700,7,5,2006,PConc,Gd,GasA,Ex,Y,SBrkr,1,Gd,7,4,Typ,1,Attchd,2006.0,TA,New,Partial,179665
545,RL,Pave,Lvl,AllPub,Gtl,NWAmes,Norm,Norm,1Fam,1.5Fin,0,4173,7,5,1988,PConc,Gd,GasA,Gd,Y,SBrkr,1,Gd,9,3,Typ,0,Attchd,1988.0,TA,WD,Normal,229000
546,RL,Pave,Bnk,AllPub,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,27,3322,6,7,1950,BrkTil,TA,GasA,Ex,Y,FuseA,1,TA,6,2,Typ,1,Detchd,1950.0,TA,WD,Normal,210000
547,RL,Pave,Lvl,AllPub,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,0,2264,5,7,1970,CBlock,TA,GasA,Ex,Y,SBrkr,1,TA,5,2,Typ,0,Detchd,1987.0,TA,WD,Normal,129500
548,RM,Pave,HLS,AllPub,Gtl,OldTown,Feedr,RRNn,1Fam,1Story,40,2560,5,7,1995,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,4,2,Typ,0,Detchd,1963.0,TA,WD,Normal,125000
549,FV,Pave,Lvl,AllPub,Gtl,Somerst,Norm,Norm,1Fam,2Story,1,3985,7,5,2004,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,8,3,Typ,1,BuiltIn,2003.0,TA,WD,Normal,263000
550,RL,Pave,Lvl,AllPub,Gtl,NPkVill,Norm,Norm,TwnhsE,1Story,0,2833,6,6,1977,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,4,2,Typ,0,Attchd,1977.0,TA,COD,Abnorml,140000
551,RM,Pave,Lvl,AllPub,Gtl,OldTown,Norm,Norm,1Fam,1Story,0,2144,5,6,1957,CBlock,TA,GasA,Gd,Y,FuseA,1,TA,5,1,Typ,0,Attchd,1957.0,TA,WD,Normal,112500
552,RL,Pave,Lvl,AllPub,Gtl,NridgHt,Norm,Norm,1Fam,1Story,0,4542,8,5,2006,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,7,2,Typ,1,Attchd,2006.0,TA,WD,Normal,255500
553,RL,Pave,Lvl,AllPub,Gtl,Edwards,Feedr,Norm,1Fam,1Story,54,1742,4,5,2003,CBlock,NB,GasA,Ex,Y,SBrkr,1,Gd,5,2,Typ,0,Detchd,2002.0,TA,WD,Normal,108000
554,RL,Pave,Lvl,AllPub,Gtl,NridgHt,Norm,Norm,1Fam,2Story,1,4297,7,5,2004,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,8,4,Typ,1,BuiltIn,2003.0,TA,WD,Normal,284000
555,RM,Pave,Lvl,AllPub,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,28,2437,5,6,1950,BrkTil,Fa,GasA,TA,Y,FuseA,1,TA,5,1,Typ,1,Detchd,1922.0,TA,WD,Normal,113000
556,RL,Pave,Lvl,AllPub,Gtl,NAmes,Norm,Norm,1Fam,1Story,0,2873,5,5,1957,CBlock,TA,GasA,TA,Y,FuseA,1,TA,6,2,Typ,1,Attchd,1957.0,TA,WD,Normal,141000
557,C (all),Pave,Low,AllPub,Mod,IDOTRR,Norm,Norm,1Fam,1.5Fin,30,2710,4,6,1950,CBlock,TA,GasA,Gd,Y,SBrkr,1,TA,7,2,Typ,0,CarPort,1994.0,TA,COD,Normal,108000
558,RL,Pave,HLS,AllPub,Gtl,Gilbert,Norm,Norm,1Fam,2Story,1,2867,7,5,1997,PConc,TA,GasA,Ex,Y,SBrkr,1,TA,6,4,Typ,1,Attchd,1996.0,TA,WD,Normal,175000
559,RL,Pave,Lvl,AllPub,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,1,3514,7,5,2004,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,7,2,Typ,1,Attchd,2003.0,TA,WD,Normal,234000
560,RL,Pave,Lvl,AllPub,Gtl,Sawyer,Norm,Norm,1Fam,1Story,39,3407,5,6,1996,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,5,3,Mod,1,Detchd,1957.0,TA,WD,Normal,121500
561,RL,Pave,Lvl,AllPub,Mod,Mitchel,Norm,Norm,1Fam,1Story,1,3474,5,5,1975,CBlock,TA,GasA,Gd,Y,SBrkr,1,TA,6,2,Typ,1,Attchd,1975.0,TA,WD,Normal,170000
562,RL,Pave,Lvl,AllPub,Gtl,Edwards,Norm,Norm,1Fam,1Story,29,2136,5,6,1969,CBlock,TA,GasA,Ex,Y,SBrkr,1,TA,6,2,Typ,1,NG,-1.0,NG,WD,Normal,108000
563,RL,Pave,Lvl,AllPub,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,32,3485,6,7,1950,BrkTil,TA,GasA,Ex,Y,SBrkr,1,TA,8,2,Typ,1,Detchd,1955.0,TA,WD,Normal,185000
564,RL,Pave,Lvl,AllPub,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,4020,7,5,2000,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,9,4,Typ,1,Attchd,1992.0,TA,WD,Normal,268000
565,RL,Pave,Bnk,AllPub,Gtl,SWISU,Norm,Norm,1Fam,2Story,35,2871,6,4,1950,PConc,TA,GasA,TA,N,FuseF,1,Fa,6,3,Typ,0,Detchd,1920.0,TA,WD,Normal,128000
566,RL,Pave,Lvl,AllPub,Gtl,StoneBr,Norm,Norm,1Fam,2Story,2,4465,9,5,2007,PConc,Gd,GasA,Ex,Y,SBrkr,1,Ex,11,3,Typ,1,BuiltIn,2005.0,TA,WD,Normal,325000
